"sign_ups","version","visit"
1,"A",24837
0,"A",95880
0,"A",28632
0,"A",11967
0,"A",93683
0,"A",13058
0,"A",13905
0,"A",73620
1,"A",60970
0,"A",11168
0,"A",22544
0,"A",98754
0,"A",49219
0,"A",79990
0,"A",59448
0,"A",77021
0,"A",92403
0,"A",16303
0,"A",1100
0,"A",14929
0,"A",80555
0,"A",5252
0,"A",41561
1,"A",74014
0,"A",94563
0,"A",89093
0,"A",54835
0,"A",33634
0,"A",69928
0,"A",6041
1,"A",3450
0,"A",31035
0,"A",23696
0,"A",94864
0,"A",26374
0,"A",25876
0,"A",50864
0,"A",42673
0,"A",23956
0,"A",18827
0,"A",70167
0,"A",37633
0,"A",78113
0,"A",88192
0,"A",27323
0,"A",16831
0,"A",21359
0,"A",77196
0,"A",33227
0,"A",19756
0,"A",81956
0,"A",89258
0,"A",25892
0,"A",42412
0,"A",56879
0,"A",18406
0,"A",7856
0,"A",56957
0,"A",92522
0,"A",95172
0,"A",40153
0,"A",84790
0,"A",85722
0,"A",55896
0,"A",3649
0,"A",40433
0,"A",95438
0,"A",89422
0,"A",5695
0,"A",1557
0,"A",53175
0,"A",95076
0,"A",29568
0,"A",65603
0,"A",18506
0,"A",96646
0,"A",5193
0,"A",4901
0,"A",51540
0,"A",16824
0,"A",44725
0,"A",91076
0,"A",55319
0,"A",98303
0,"A",87529
0,"A",26669
0,"A",12156
0,"A",48932
0,"A",73775
0,"A",67783
0,"A",20766
0,"A",42880
0,"A",35728
0,"A",12777
0,"A",20910
0,"A",39479
0,"A",25297
0,"A",59051
0,"A",25114
0,"A",41262
0,"A",60109
0,"A",43619
0,"A",24969
0,"A",47211
0,"A",54235
0,"A",12100
0,"A",74137
0,"A",3332
0,"A",32972
0,"A",33303
0,"A",75110
0,"A",86721
0,"A",58033
0,"A",24288
0,"A",50905
0,"A",59052
0,"A",5708
0,"A",6709
0,"A",82823
0,"A",90044
1,"A",36816
0,"A",56854
1,"A",47786
0,"A",57892
0,"A",37928
0,"A",22965
0,"A",65510
0,"A",51188
0,"A",25466
0,"A",63552
0,"A",21037
1,"A",67599
0,"A",93455
0,"A",5870
0,"A",56603
0,"A",30216
0,"A",86651
0,"A",99297
0,"A",25439
0,"A",33845
1,"A",76273
0,"A",59539
0,"A",96702
0,"A",72356
0,"A",20348
0,"A",74157
0,"A",52938
0,"A",79550
0,"A",53124
0,"A",90521
0,"A",81807
0,"A",37359
0,"A",1857
0,"A",45445
0,"A",77303
0,"A",75506
0,"A",65466
0,"A",16210
0,"A",52278
0,"A",57253
0,"A",14902
0,"A",72083
0,"A",96197
0,"A",89425
0,"A",56875
0,"A",80628
0,"A",85218
0,"A",13454
0,"A",38929
0,"A",41188
0,"A",10554
0,"A",56258
0,"A",55394
0,"A",60013
0,"A",88831
0,"A",97445
0,"A",93190
0,"A",49548
0,"A",60297
0,"A",67664
0,"A",18948
0,"A",70060
0,"A",16416
0,"A",24181
0,"A",29314
0,"A",5467
1,"A",49665
0,"A",12573
0,"A",13106
0,"A",78531
0,"A",82316
0,"A",56033
0,"A",9227
0,"A",14544
0,"A",76216
0,"A",57072
0,"A",23228
0,"A",13061
0,"A",96479
0,"A",72541
0,"A",97008
0,"A",57418
0,"A",60836
0,"A",22377
0,"A",15053
0,"A",7276
0,"A",36517
0,"A",10824
0,"A",51284
0,"A",22685
0,"A",81190
0,"A",67527
0,"A",49819
0,"A",45105
0,"A",71586
0,"A",63227
0,"A",9919
0,"A",66743
0,"A",48639
0,"A",43488
0,"A",83654
0,"A",79006
0,"A",11108
0,"A",85628
0,"A",23782
1,"A",68798
0,"A",79507
0,"A",4539
0,"A",59420
0,"A",71681
0,"A",33171
0,"A",68399
0,"A",19786
0,"A",78618
0,"A",73163
0,"A",42877
0,"A",62253
0,"A",77583
0,"A",1005
0,"A",48235
0,"A",1321
0,"A",46482
0,"A",82787
0,"A",31974
0,"A",56235
0,"A",55706
0,"A",40510
0,"A",78831
0,"A",96313
0,"A",3578
0,"A",51522
0,"A",75432
0,"A",9151
0,"A",17850
0,"A",5358
0,"A",32829
0,"A",68295
0,"A",5965
0,"A",11075
0,"A",71196
0,"A",43283
0,"A",7752
0,"A",31922
0,"A",26703
0,"A",39698
0,"A",8990
0,"A",88558
0,"A",67470
0,"A",62231
0,"A",29747
0,"A",70824
0,"A",58156
0,"A",72868
0,"A",16366
0,"A",57341
0,"A",60727
0,"A",84137
0,"A",58829
0,"A",65836
0,"A",57091
0,"A",90601
1,"A",1402
0,"A",67615
0,"A",99117
0,"A",12011
0,"A",46476
0,"A",70738
0,"A",61869
0,"A",71774
0,"A",86707
0,"A",13266
0,"A",23490
0,"A",71954
0,"A",95374
0,"A",44049
0,"A",61757
0,"A",91092
0,"A",98278
0,"A",58359
0,"A",73578
0,"A",81363
0,"A",13962
0,"A",96116
0,"A",15369
0,"A",58377
0,"A",5784
0,"A",29587
0,"A",5983
0,"A",30578
0,"A",95813
0,"A",31330
0,"A",71211
0,"A",47012
0,"A",88221
0,"A",63662
0,"A",58399
0,"A",17940
0,"A",50821
0,"A",81541
0,"A",24497
0,"A",59812
0,"A",51512
0,"A",83145
0,"A",64442
0,"A",11707
0,"A",96118
1,"A",89611
0,"A",950
0,"A",58206
0,"A",5306
0,"A",85171
0,"A",61522
0,"A",16156
0,"A",47078
0,"A",78757
0,"A",88963
0,"A",7639
0,"A",38595
0,"A",27437
0,"A",65590
0,"A",98923
0,"A",84487
0,"A",53925
0,"A",19648
0,"A",95548
0,"A",33358
0,"A",2397
0,"A",86877
0,"A",5575
0,"A",23603
0,"A",90880
0,"A",59776
0,"A",44086
0,"A",90827
0,"A",2518
0,"A",557
0,"A",65035
1,"A",31746
0,"A",79019
0,"A",25872
0,"A",36077
0,"A",94363
0,"A",41561
0,"A",73925
0,"A",20721
0,"A",76339
0,"A",72764
0,"A",1401
0,"A",99450
0,"A",57139
0,"A",33082
0,"A",16851
0,"A",90347
0,"A",19866
0,"A",23745
0,"A",24249
0,"A",13325
0,"A",89637
0,"A",21189
0,"A",42752
0,"A",44817
0,"A",68831
0,"A",43173
0,"A",22422
0,"A",94333
0,"A",59491
0,"A",40915
0,"A",20432
0,"A",3488
0,"A",38752
0,"A",61105
0,"A",51708
1,"A",14580
0,"A",75362
0,"A",7386
0,"A",1197
0,"A",60846
0,"A",67864
0,"A",44590
0,"A",9700
0,"A",34562
0,"A",92863
0,"A",33579
0,"A",28254
0,"A",47630
0,"A",25411
0,"A",43357
0,"A",13044
0,"A",27429
0,"A",66328
0,"A",92559
0,"A",22523
0,"A",66490
0,"A",45755
0,"A",17046
0,"A",34092
0,"A",76338
0,"A",4238
0,"A",91858
0,"A",43353
0,"A",62237
0,"A",78580
1,"A",56552
0,"A",33153
0,"A",21664
0,"A",38882
0,"A",28178
0,"A",35106
0,"A",79151
0,"A",23151
0,"A",56629
0,"A",34965
0,"A",1001
0,"A",60405
0,"A",9233
0,"A",75799
0,"A",78033
0,"A",57620
0,"A",64050
0,"A",98011
0,"A",20735
0,"A",72985
0,"A",47644
0,"A",6858
0,"A",15955
0,"A",5228
0,"A",31203
0,"A",45966
0,"A",58574
0,"A",82915
0,"A",13571
0,"A",86539
0,"A",13940
0,"A",19390
0,"A",82939
0,"A",19899
0,"A",77355
0,"A",59364
0,"A",77397
0,"A",5321
0,"A",94919
1,"A",33501
0,"A",61319
0,"A",94061
1,"A",77614
0,"A",73897
0,"A",10937
0,"A",13474
0,"A",33314
0,"A",35199
0,"A",56975
0,"A",76023
0,"A",26755
0,"A",55510
0,"A",80094
0,"A",97813
1,"A",68181
0,"A",87303
0,"A",38064
0,"A",33893
0,"A",74026
0,"A",69222
0,"A",34006
0,"A",12883
0,"A",58528
0,"A",49956
0,"A",76694
0,"A",85519
0,"A",86690
0,"A",96628
0,"A",37865
0,"A",68113
0,"A",91266
0,"A",66742
0,"A",49790
0,"A",91294
0,"A",9668
0,"A",59726
0,"A",90862
0,"A",57075
0,"A",32864
0,"A",59418
0,"A",66060
0,"A",16000
0,"A",73514
0,"A",28561
0,"A",62860
0,"A",46963
0,"A",52137
0,"A",68634
0,"A",92553
0,"A",4074
0,"A",14809
0,"A",87130
0,"A",31474
1,"A",32071
0,"A",25486
0,"A",60196
0,"A",29124
0,"A",56145
0,"A",85323
0,"A",69935
0,"A",82057
1,"A",11848
0,"A",81572
0,"A",71346
0,"A",22843
0,"A",72268
0,"A",6472
0,"A",96159
0,"A",73690
0,"A",35520
0,"A",20074
0,"A",57839
0,"A",2841
0,"A",54588
0,"A",12809
0,"A",36402
0,"A",8496
0,"A",48799
0,"A",5876
0,"A",71770
0,"A",82091
0,"A",45982
0,"A",34547
1,"A",11723
0,"A",24130
1,"A",79727
0,"A",52608
1,"A",63414
1,"A",75215
0,"A",15012
0,"A",18082
0,"A",59283
0,"A",96324
0,"A",31281
0,"A",27960
0,"A",31096
0,"A",55029
0,"A",79825
0,"A",33359
0,"A",48677
0,"A",22265
0,"A",36688
1,"A",68590
0,"A",73450
0,"A",30481
0,"A",65507
0,"A",35247
0,"A",46479
0,"A",56396
0,"A",6037
0,"A",31537
0,"A",47677
0,"A",34400
0,"A",19867
0,"A",19924
0,"A",53462
0,"A",37436
0,"A",96787
0,"A",2126
0,"A",6480
1,"A",23944
0,"A",68068
0,"A",34747
0,"A",60694
0,"A",20263
0,"A",7826
0,"A",99503
0,"A",60098
0,"A",67754
0,"A",31394
0,"A",70417
0,"A",80604
0,"A",35908
0,"A",90804
0,"A",26305
1,"A",39478
0,"A",86312
0,"A",21054
0,"A",86439
0,"A",10021
0,"A",74528
0,"A",81028
0,"A",12998
0,"A",77344
0,"A",10061
0,"A",16429
0,"A",49792
0,"A",66850
0,"A",63967
0,"A",61336
0,"A",5827
0,"A",54389
0,"A",44371
0,"A",85386
0,"A",16230
0,"A",6191
1,"A",44079
0,"A",40152
0,"A",48626
0,"A",51569
0,"A",91148
0,"A",62569
0,"A",13647
0,"A",35407
0,"A",82193
0,"A",39179
0,"A",39215
0,"A",96003
0,"A",98917
0,"A",31410
0,"A",83116
0,"A",96141
0,"A",5894
0,"A",48242
0,"A",29133
0,"A",33052
0,"A",16892
0,"A",83760
0,"A",79174
0,"A",67744
0,"A",64744
0,"A",42889
0,"A",33227
0,"A",42869
0,"A",21553
0,"A",34618
1,"A",94673
0,"A",27550
0,"A",8937
0,"A",94250
0,"A",39046
0,"A",23163
0,"A",19820
0,"A",26203
0,"A",36246
0,"A",11426
1,"A",81595
0,"A",23250
0,"A",13558
0,"A",69897
0,"A",20788
0,"A",16897
0,"A",15744
0,"A",31534
0,"A",37316
0,"A",18115
0,"A",72008
0,"A",50618
0,"A",35377
1,"A",3463
0,"A",73395
0,"A",83777
0,"A",96994
0,"A",4703
0,"A",12721
0,"A",85391
0,"A",93655
0,"A",7341
0,"A",53534
0,"A",8644
0,"A",36501
0,"A",68410
1,"A",33870
0,"A",1071
0,"A",44894
0,"A",77809
0,"A",4807
0,"A",82995
0,"A",45527
0,"A",36370
0,"A",19601
0,"A",32444
0,"A",95053
0,"A",72455
0,"A",66737
0,"A",56654
0,"A",27649
0,"A",67899
1,"A",42560
0,"A",18181
0,"A",45780
0,"A",1047
0,"A",21578
0,"A",8589
0,"A",35261
0,"A",94484
0,"A",52653
0,"A",12828
0,"A",44406
0,"A",80137
0,"A",96029
0,"A",46919
0,"A",4733
0,"A",17754
0,"A",26848
0,"A",20686
0,"A",7849
0,"A",81047
0,"A",84419
0,"A",31964
0,"A",13720
0,"A",38520
0,"A",38015
0,"A",14710
0,"A",40367
0,"A",13357
0,"A",37987
0,"A",17976
0,"A",80130
0,"A",41761
0,"A",71371
0,"A",65040
0,"A",32160
0,"A",94582
0,"A",5852
0,"A",56324
0,"A",91443
0,"A",8739
0,"A",79118
0,"A",97108
0,"A",18176
0,"A",11541
0,"A",43019
0,"A",1170
0,"A",66420
0,"A",97659
0,"A",80726
0,"A",57558
0,"A",18251
0,"A",75242
0,"A",13858
0,"A",32795
0,"A",66260
0,"A",99795
0,"A",78036
0,"A",97698
0,"A",35796
0,"A",26032
0,"A",65590
0,"A",34645
0,"A",98005
0,"A",39763
0,"A",89098
