"visit_id","user_spend","variant"
78081,0,"A"
16950,0,"A"
12262,0,"A"
93281,0,"A"
47318,0,"A"
80532,0,"A"
21827,0,"A"
78374,0,"A"
33242,0,"A"
84896,0,"A"
66622,0,"A"
31142,0,"A"
60993,0,"A"
38600,0,"A"
85396,0,"A"
47199,0,"A"
64630,0,"A"
75696,0,"A"
83946,0,"A"
37440,0,"A"
13478,0,"A"
57418,0,"A"
93114,0,"A"
43151,0,"A"
38993,0,"A"
91197,0,"A"
57465,0,"A"
50736,0,"A"
42019,0,"A"
71367,0,"A"
58129,0,"A"
74505,0,"A"
94523,0,"A"
33444,0,"A"
63839,0,"A"
54472,0,"A"
31937,0,"A"
34698,0,"A"
54003,0,"A"
21226,0,"A"
66723,0,"A"
19416,0,"A"
58621,0,"A"
49393,0,"A"
62052,0,"A"
49055,0,"A"
20646,0,"A"
45714,0,"A"
27670,0,"A"
68148,0,"A"
83124,0,"A"
5896,0,"A"
56798,0,"A"
87048,0,"A"
30405,0,"A"
91256,0,"A"
55975,0,"A"
94100,0,"A"
95785,0,"A"
10935,0,"A"
76794,0,"A"
91591,0,"A"
88513,0,"A"
26705,0,"A"
262,0,"A"
72838,0,"A"
78369,0,"A"
83256,0,"A"
555,0,"A"
5105,0,"A"
69635,0,"A"
15690,0,"A"
65808,0,"A"
75274,0,"A"
50377,0,"A"
32263,0,"A"
9085,0,"A"
51281,0,"A"
16490,0,"A"
45312,0,"A"
56355,0,"A"
60229,0,"A"
66433,0,"A"
75110,0,"A"
21931,0,"A"
24351,0,"A"
55786,0,"A"
49840,0,"A"
38890,0,"A"
34908,0,"A"
739,0,"A"
65256,0,"A"
44728,0,"A"
20716,0,"A"
78908,0,"A"
18591,0,"A"
26192,0,"A"
78899,0,"A"
79245,0,"A"
45919,0,"A"
41319,0,"A"
41818,0,"A"
35077,0,"A"
2645,0,"A"
2206,0,"A"
77425,0,"A"
45705,0,"A"
34364,0,"A"
67124,0,"A"
78635,0,"A"
80814,0,"A"
36789,0,"A"
62130,0,"A"
91485,0,"A"
43474,0,"A"
24793,0,"A"
77042,0,"A"
64164,0,"A"
18960,0,"A"
22351,0,"A"
30110,0,"A"
4113,0,"A"
72814,0,"A"
21757,0,"A"
21391,0,"A"
55097,0,"A"
89001,0,"A"
91546,0,"A"
19382,0,"A"
78898,0,"A"
59133,0,"A"
5027,0,"A"
21530,0,"A"
12048,0,"A"
74581,0,"A"
84190,0,"A"
32539,0,"A"
41128,0,"A"
62380,0,"A"
19203,0,"A"
18440,0,"A"
1159,0,"A"
94724,0,"A"
96406,0,"A"
73628,0,"A"
6171,0,"A"
49118,0,"A"
34648,0,"A"
32955,0,"A"
55292,0,"A"
64147,0,"A"
33,0,"A"
11658,0,"A"
24795,0,"A"
65102,0,"A"
83754,0,"A"
65802,0,"A"
69964,0,"A"
97616,0,"A"
51679,0,"A"
18546,0,"A"
82223,0,"A"
46243,0,"A"
68872,0,"A"
81874,0,"A"
89034,0,"A"
22227,0,"A"
25789,0,"A"
4177,0,"A"
67292,0,"A"
93072,0,"A"
1031,0,"A"
37391,0,"A"
21469,0,"A"
2186,0,"A"
52350,0,"A"
2846,0,"A"
51413,0,"A"
32990,0,"A"
97186,0,"A"
78563,0,"A"
67449,0,"A"
81803,0,"A"
64822,0,"A"
17633,0,"A"
94376,0,"A"
11796,0,"A"
49802,0,"A"
34016,0,"A"
53550,0,"A"
33533,0,"A"
99852,0,"A"
55110,0,"A"
99419,0,"A"
82404,0,"A"
42957,0,"A"
12642,0,"A"
24467,0,"A"
12061,0,"A"
98153,0,"A"
18155,0,"A"
40327,0,"A"
79855,0,"A"
54562,0,"A"
56167,0,"A"
20037,0,"A"
63861,0,"A"
6343,0,"A"
91884,0,"A"
91024,0,"A"
70361,0,"A"
40024,0,"A"
25341,0,"A"
45017,0,"A"
41058,0,"A"
98894,0,"A"
57549,0,"A"
51514,0,"A"
70871,0,"A"
80217,0,"A"
70726,0,"A"
52796,0,"A"
33854,0,"A"
87254,0,"A"
72285,0,"A"
7074,0,"A"
10791,0,"A"
4143,0,"A"
50404,0,"A"
5841,0,"A"
28293,0,"A"
97492,0,"A"
78036,0,"A"
56438,0,"A"
10257,0,"A"
32127,0,"A"
37471,0,"A"
41530,0,"A"
73776,0,"A"
68253,0,"A"
84796,0,"A"
47133,0,"A"
10089,0,"A"
79425,0,"A"
72409,0,"A"
36171,0,"A"
29958,0,"A"
80943,0,"A"
56661,0,"A"
58759,0,"A"
45510,0,"A"
72925,0,"A"
64355,0,"A"
62896,0,"A"
79770,0,"A"
72018,0,"A"
49134,0,"A"
25330,0,"A"
44344,0,"A"
49594,0,"A"
75168,0,"A"
91326,0,"A"
86021,0,"A"
91462,0,"A"
13891,0,"A"
87611,0,"A"
23679,0,"A"
49180,0,"A"
77383,0,"A"
21597,0,"A"
57917,0,"A"
55374,0,"A"
94916,0,"A"
51651,0,"A"
25007,0,"A"
11824,0,"A"
27949,0,"A"
82962,0,"A"
17515,0,"A"
74700,0,"A"
95869,0,"A"
38593,0,"A"
71411,0,"A"
68014,0,"A"
23596,0,"A"
15694,0,"A"
46435,0,"A"
30096,0,"A"
80008,0,"A"
13199,0,"A"
94339,0,"A"
53699,0,"A"
78199,0,"A"
38869,0,"A"
95903,0,"A"
80779,0,"A"
81607,0,"A"
87045,0,"A"
26137,0,"A"
17506,0,"A"
48737,0,"A"
38780,0,"A"
96900,0,"A"
60453,0,"A"
18324,0,"A"
55795,0,"A"
3988,0,"A"
93394,0,"A"
10488,0,"A"
11775,0,"A"
45621,0,"A"
45743,0,"A"
38995,0,"A"
14169,0,"A"
54372,0,"A"
491,0,"A"
86660,0,"A"
4014,0,"A"
57924,0,"A"
85507,0,"A"
61087,0,"A"
87708,0,"A"
60765,0,"A"
22535,0,"A"
60741,0,"A"
39924,0,"A"
16428,0,"A"
17829,0,"A"
97742,0,"A"
667,0,"A"
16025,0,"A"
69376,0,"A"
32299,0,"A"
38010,0,"A"
66570,0,"A"
71710,0,"A"
11227,0,"A"
97080,0,"A"
10156,0,"A"
7101,0,"A"
47213,0,"A"
56389,0,"A"
60265,0,"A"
20474,0,"A"
2035,0,"A"
74720,0,"A"
300,0,"A"
94751,0,"A"
45758,0,"A"
87489,0,"A"
84803,0,"A"
56062,0,"A"
64689,0,"A"
40890,0,"A"
60298,0,"A"
39513,0,"A"
20532,0,"A"
9749,0,"A"
58021,0,"A"
85768,0,"A"
36962,0,"A"
71001,0,"A"
59722,0,"A"
17199,0,"A"
71369,0,"A"
14515,0,"A"
95444,0,"A"
20843,0,"A"
19109,0,"A"
63605,0,"A"
76552,0,"A"
87861,0,"A"
64841,0,"A"
4185,0,"A"
4576,0,"A"
37068,0,"A"
3034,0,"A"
13551,0,"A"
65546,0,"A"
39304,0,"A"
5901,0,"A"
8161,0,"A"
735,0,"A"
94831,0,"A"
55727,0,"A"
17241,0,"A"
32306,0,"A"
30660,0,"A"
62628,0,"A"
29554,0,"A"
1452,0,"A"
31705,0,"A"
53215,0,"A"
74707,0,"A"
75699,0,"A"
30207,0,"A"
15579,0,"A"
62487,0,"A"
52268,0,"A"
53405,0,"A"
80872,0,"A"
52958,0,"A"
26225,0,"A"
98105,0,"A"
61045,0,"A"
21685,0,"A"
24496,0,"A"
84310,0,"A"
56522,0,"A"
87424,0,"A"
18834,0,"A"
88133,0,"A"
62199,0,"A"
50428,0,"A"
43568,0,"A"
7971,0,"A"
30196,0,"A"
87328,0,"A"
45742,0,"A"
5503,0,"A"
20034,0,"A"
2410,0,"A"
48250,0,"A"
13990,0,"A"
97398,0,"A"
14905,0,"A"
96454,0,"A"
65544,0,"A"
1821,0,"A"
68541,0,"A"
75788,0,"A"
87382,0,"A"
96334,0,"A"
1302,0,"A"
69858,0,"A"
43762,0,"A"
2817,0,"A"
9815,0,"A"
71914,0,"A"
66469,0,"A"
6748,0,"A"
34882,0,"A"
17981,0,"A"
63458,0,"A"
61825,0,"A"
3812,0,"A"
96008,0,"A"
16120,0,"A"
55880,0,"A"
693,0,"A"
28070,0,"A"
86906,0,"A"
4540,0,"A"
52546,0,"A"
42568,0,"A"
52815,0,"A"
57347,0,"A"
74891,0,"A"
84053,0,"A"
32020,0,"A"
71419,0,"A"
70239,0,"A"
56603,0,"A"
41605,0,"A"
82122,0,"A"
89999,0,"A"
76303,0,"A"
88370,0,"A"
60923,0,"A"
89797,0,"A"
87456,0,"A"
2479,0,"A"
89590,0,"A"
34482,0,"A"
88329,0,"A"
55087,0,"A"
39445,0,"A"
19832,0,"A"
50472,0,"A"
81294,0,"A"
20309,0,"A"
41311,0,"A"
50426,0,"A"
36933,0,"A"
76769,0,"A"
95127,0,"A"
90296,0,"A"
95208,0,"A"
16123,0,"A"
5717,0,"A"
68108,0,"A"
81789,0,"A"
74602,0,"A"
46686,0,"A"
32177,0,"A"
56549,0,"A"
72299,0,"A"
32019,0,"A"
86833,0,"A"
29642,0,"A"
3574,0,"A"
21178,0,"A"
68376,0,"A"
73494,0,"A"
18139,0,"A"
690,0,"A"
33743,0,"A"
40490,0,"A"
14846,0,"A"
70915,0,"A"
49604,0,"A"
5392,0,"A"
2435,0,"A"
32376,0,"A"
12850,0,"A"
86753,0,"A"
78120,0,"A"
11854,0,"A"
30246,0,"A"
64936,0,"A"
93810,0,"A"
4462,0,"A"
7280,0,"A"
2549,0,"A"
74398,0,"A"
65431,0,"A"
18689,0,"A"
15279,0,"A"
85768,0,"A"
56550,0,"A"
42177,0,"A"
73352,0,"A"
51259,0,"A"
92505,0,"A"
90324,0,"A"
87701,0,"A"
85101,0,"A"
42212,0,"A"
53902,0,"A"
60392,0,"A"
28402,0,"A"
24935,0,"A"
15680,0,"A"
31925,0,"A"
45660,0,"A"
15787,0,"A"
14989,0,"A"
93220,0,"A"
54745,0,"A"
74423,0,"A"
1784,0,"A"
96433,0,"A"
60241,0,"A"
60534,0,"A"
96644,0,"A"
13695,0,"A"
45144,0,"A"
93638,0,"A"
36972,0,"A"
86668,0,"A"
60970,0,"A"
30023,0,"A"
75009,0,"A"
94167,0,"A"
11082,0,"A"
19137,0,"A"
16724,0,"A"
99586,0,"A"
96935,0,"A"
72505,0,"A"
76450,0,"A"
63196,0,"A"
60218,0,"A"
23259,0,"A"
64736,0,"A"
95846,0,"A"
51159,0,"A"
50429,0,"A"
93346,0,"A"
56125,0,"A"
41967,0,"A"
49988,0,"A"
30463,0,"A"
49791,0,"A"
83068,0,"A"
75120,0,"A"
22276,0,"A"
32760,0,"A"
6627,0,"A"
84162,0,"A"
72473,0,"A"
50054,0,"A"
64770,0,"A"
71218,0,"A"
25066,0,"A"
61972,0,"A"
59594,0,"A"
98992,0,"A"
49896,0,"A"
20507,0,"A"
26577,0,"A"
63525,0,"A"
80205,0,"A"
34592,0,"A"
13874,0,"A"
17684,0,"A"
83297,0,"A"
45055,0,"A"
1602,0,"A"
4570,0,"A"
35033,0,"A"
72467,0,"A"
36053,0,"A"
66007,0,"A"
66834,0,"A"
1359,0,"A"
46021,0,"A"
7640,0,"A"
98244,0,"A"
41964,0,"A"
35002,0,"A"
74452,0,"A"
98849,0,"A"
54112,0,"A"
47116,0,"A"
61342,0,"A"
28626,0,"A"
13145,0,"A"
61298,0,"A"
50963,0,"A"
59177,0,"A"
408,0,"A"
44113,0,"A"
20373,0,"A"
97903,0,"A"
42862,0,"A"
38141,0,"A"
3551,0,"A"
43774,0,"A"
90147,0,"A"
80404,0,"A"
37665,0,"A"
20834,0,"A"
60647,0,"A"
83285,0,"A"
60624,0,"A"
22061,0,"A"
3921,0,"A"
93269,0,"A"
68834,0,"A"
20602,0,"A"
49731,0,"A"
83484,0,"A"
45950,0,"A"
8911,0,"A"
7955,0,"A"
94704,0,"A"
53424,0,"A"
5740,0,"A"
67472,0,"A"
33654,0,"A"
98059,0,"A"
75486,0,"A"
44720,0,"A"
4509,0,"A"
57512,0,"A"
55436,0,"A"
56524,0,"A"
95330,0,"A"
84269,0,"A"
17359,0,"A"
6594,0,"A"
12631,0,"A"
23312,0,"A"
70927,0,"A"
34358,0,"A"
87177,0,"A"
16035,0,"A"
17569,0,"A"
41697,0,"A"
80176,0,"A"
1949,0,"A"
63768,0,"A"
2859,0,"A"
32499,0,"A"
15848,0,"A"
86952,0,"A"
77770,0,"A"
88580,0,"A"
66149,0,"A"
79320,0,"A"
82665,0,"A"
12450,0,"A"
45632,0,"A"
30009,0,"A"
55003,0,"A"
6655,0,"A"
61051,0,"A"
38949,0,"A"
3928,0,"A"
31685,0,"A"
37007,0,"A"
79798,0,"A"
96231,0,"A"
39631,0,"A"
58349,0,"A"
15104,0,"A"
73900,0,"A"
21524,0,"A"
90635,0,"A"
96115,0,"A"
79628,0,"A"
98090,0,"A"
33967,0,"A"
56700,0,"A"
55254,0,"A"
84682,0,"A"
99907,0,"A"
99302,0,"A"
25452,0,"A"
5534,0,"A"
98412,0,"A"
62886,0,"A"
79675,0,"A"
21816,0,"A"
52090,0,"A"
20247,0,"A"
15535,0,"A"
49626,0,"A"
5294,0,"A"
78024,0,"A"
51774,0,"A"
66298,0,"A"
67753,0,"A"
93669,0,"A"
64254,0,"A"
36793,0,"A"
67579,0,"A"
84237,0,"A"
54111,0,"A"
75705,0,"A"
44139,0,"A"
75105,0,"A"
58263,0,"A"
99564,0,"A"
97763,0,"A"
39756,0,"A"
75145,0,"A"
27619,0,"A"
76863,0,"A"
33475,0,"A"
15826,0,"A"
24469,0,"A"
5550,0,"A"
92044,0,"A"
2627,0,"A"
1003,0,"A"
76811,0,"A"
78487,0,"A"
44829,0,"A"
64741,0,"A"
85161,0,"A"
24815,0,"A"
77417,0,"A"
94173,0,"A"
80776,0,"A"
28463,0,"A"
41235,0,"A"
35565,0,"A"
46506,0,"A"
25508,0,"A"
19436,0,"A"
33971,0,"A"
97341,0,"A"
32342,0,"A"
57452,0,"A"
85269,0,"A"
3333,0,"A"
56842,0,"A"
32134,0,"A"
43658,0,"A"
48281,0,"A"
39112,0,"A"
19881,0,"A"
56108,0,"A"
5550,0,"A"
53004,0,"A"
87333,0,"A"
65709,0,"A"
18830,0,"A"
71299,0,"A"
67950,0,"A"
54276,0,"A"
66094,0,"A"
32834,0,"A"
31060,0,"A"
21338,0,"A"
57807,0,"A"
35888,0,"A"
77750,0,"A"
62459,0,"A"
47170,0,"A"
26064,0,"A"
82432,0,"A"
36528,0,"A"
83984,0,"A"
20249,0,"A"
8379,0,"A"
67008,0,"A"
26793,0,"A"
36887,0,"A"
96129,0,"A"
2888,0,"A"
77045,0,"A"
34757,0,"A"
28532,0,"A"
1249,0,"A"
90956,0,"A"
63154,0,"A"
39323,0,"A"
27167,0,"A"
6870,0,"A"
27907,0,"A"
20440,0,"A"
65113,0,"A"
29083,0,"A"
13650,0,"A"
69247,0,"A"
19168,0,"A"
81338,0,"A"
84798,0,"A"
43891,0,"A"
82586,0,"A"
74981,0,"A"
56110,0,"A"
31186,0,"A"
53988,0,"A"
97025,0,"A"
93846,0,"A"
24266,0,"A"
78866,0,"A"
74199,0,"A"
40585,0,"A"
45177,0,"A"
79995,0,"A"
61587,0,"A"
76717,0,"A"
63380,0,"A"
9044,0,"A"
62983,0,"A"
92138,0,"A"
38173,0,"A"
44562,0,"A"
70375,0,"A"
88447,0,"A"
88828,0,"A"
41874,0,"A"
55308,0,"A"
8796,0,"A"
34667,0,"A"
99989,0,"A"
36814,0,"A"
11076,0,"A"
2586,0,"A"
53869,0,"A"
96213,0,"A"
1435,0,"A"
74606,0,"A"
76248,0,"A"
62842,0,"A"
71504,0,"A"
67391,0,"A"
13529,0,"A"
94294,0,"A"
53341,0,"A"
61126,0,"A"
95731,0,"A"
80907,0,"A"
83817,0,"A"
9239,0,"A"
50838,0,"A"
130,0,"A"
95061,0,"A"
5178,0,"A"
4275,0,"A"
21437,0,"A"
85087,0,"A"
6845,0,"A"
22701,0,"A"
54504,0,"A"
76777,0,"A"
34482,0,"A"
14128,0,"A"
44247,0,"A"
58042,0,"A"
28466,0,"A"
54284,0,"A"
638,0,"A"
7442,0,"A"
45567,0,"A"
35067,0,"A"
81071,0,"A"
6138,0,"A"
30809,0,"A"
52310,0,"A"
34274,0,"A"
26126,0,"A"
92572,0,"A"
7407,0,"A"
62509,0,"A"
85069,0,"A"
38645,0,"A"
43528,0,"A"
84980,0,"A"
79188,0,"A"
60879,0,"A"
87559,0,"A"
48274,0,"A"
97815,0,"A"
47755,0,"A"
83694,0,"A"
34120,0,"A"
56564,0,"A"
13513,0,"A"
8446,0,"A"
86392,0,"A"
328,0,"A"
76887,0,"A"
46992,0,"A"
91062,0,"A"
71377,0,"A"
66441,0,"A"
64118,0,"A"
63961,0,"A"
53767,0,"A"
52811,0,"A"
81198,0,"A"
27685,0,"A"
80093,0,"A"
64773,0,"A"
98790,0,"A"
698,0,"A"
33592,0,"A"
67351,0,"A"
92182,0,"A"
31910,0,"A"
66817,0,"A"
77168,0,"A"
2558,0,"A"
54165,0,"A"
91162,0,"A"
59199,0,"A"
63989,0,"A"
83523,0,"A"
84211,0,"A"
7240,0,"A"
80823,0,"A"
50693,0,"A"
87589,0,"A"
33731,0,"A"
69690,0,"A"
72074,0,"A"
94715,0,"A"
46977,0,"A"
95441,0,"A"
63323,0,"A"
75864,0,"A"
22230,0,"A"
43905,0,"A"
3962,0,"A"
2101,0,"A"
97648,0,"A"
69099,0,"A"
18016,0,"A"
96709,0,"A"
35983,0,"A"
10980,0,"A"
53410,0,"A"
43067,0,"A"
41852,0,"A"
62324,0,"A"
3497,0,"A"
23551,0,"A"
38989,0,"A"
55527,0,"A"
93613,0,"A"
29283,0,"A"
55626,0,"A"
58910,0,"A"
18859,0,"A"
44200,0,"A"
68209,0,"A"
46875,0,"A"
54325,0,"A"
70308,0,"A"
719,0,"A"
92303,0,"A"
25575,0,"A"
27889,0,"A"
19447,0,"A"
3280,0,"A"
68031,0,"A"
97248,0,"A"
45638,0,"A"
62650,0,"A"
37855,0,"A"
33438,0,"A"
65072,0,"A"
83698,0,"A"
35259,0,"A"
18296,0,"A"
95764,0,"A"
44797,0,"A"
76900,0,"A"
64965,0,"A"
78208,0,"A"
57554,0,"A"
77163,0,"A"
98479,0,"A"
15500,0,"A"
89579,0,"A"
50867,0,"A"
85717,0,"A"
82759,0,"A"
9768,0,"A"
37726,0,"A"
80505,0,"A"
78369,0,"A"
40425,0,"A"
16028,0,"A"
85447,0,"A"
57100,0,"A"
3230,0,"A"
19632,0,"A"
38985,0,"A"
93825,0,"A"
74962,0,"A"
75442,0,"A"
32325,0,"A"
86496,0,"A"
56564,0,"A"
60060,0,"A"
9733,0,"A"
56466,0,"A"
58040,0,"A"
93657,0,"A"
69227,0,"A"
18076,0,"A"
99728,0,"A"
78269,0,"A"
24294,0,"A"
21215,0,"A"
47535,0,"A"
74850,0,"A"
2149,0,"A"
1772,0,"A"
78685,0,"A"
92869,0,"A"
87326,0,"A"
3016,0,"A"
12410,0,"A"
42320,0,"A"
64071,0,"A"
92939,0,"A"
44959,0,"A"
54142,0,"A"
36215,0,"A"
32517,0,"A"
42698,0,"A"
19317,0,"A"
65071,0,"A"
91440,0,"A"
43769,0,"A"
28753,0,"A"
7040,0,"A"
11297,0,"A"
22347,0,"A"
22975,0,"A"
96482,0,"A"
45464,0,"A"
33814,0,"A"
81293,0,"A"
82591,0,"A"
60021,0,"A"
73526,0,"A"
90927,0,"A"
61739,0,"A"
90950,0,"A"
85714,0,"A"
54722,0,"A"
23286,0,"A"
34790,0,"A"
98368,0,"A"
83496,0,"A"
87932,0,"A"
93159,0,"A"
55741,0,"A"
4410,0,"A"
94415,0,"A"
51568,0,"A"
95111,0,"A"
86809,0,"A"
19716,0,"A"
51211,0,"A"
55957,0,"A"
61236,0,"A"
81251,0,"A"
94983,0,"A"
71855,0,"A"
2451,0,"A"
76025,0,"A"
60882,0,"A"
9728,0,"A"
59230,0,"A"
7322,0,"A"
30465,0,"A"
75980,0,"A"
27471,0,"A"
24529,0,"A"
66775,0,"A"
74474,0,"A"
41882,0,"A"
97542,0,"A"
22218,0,"A"
68674,0,"A"
57053,0,"A"
96815,0,"A"
95086,0,"A"
52521,0,"A"
39814,0,"A"
8507,0,"A"
99189,0,"A"
39927,0,"A"
88038,0,"A"
25806,0,"A"
65185,0,"A"
82587,0,"A"
12482,0,"A"
13483,0,"A"
84989,0,"A"
76692,0,"A"
38218,0,"A"
83976,0,"A"
9785,0,"A"
43220,0,"A"
66092,0,"A"
33470,0,"A"
55064,0,"A"
79954,0,"A"
13855,0,"A"
32373,0,"A"
42967,0,"A"
61829,0,"A"
3055,0,"A"
46006,0,"A"
91509,0,"A"
98574,0,"A"
76009,0,"A"
3520,0,"A"
66204,0,"A"
93137,0,"A"
43539,0,"A"
26606,0,"A"
1812,0,"A"
12490,0,"A"
72108,0,"A"
73722,0,"A"
61336,0,"A"
84571,0,"A"
34388,0,"A"
10801,0,"A"
18342,0,"A"
31712,0,"A"
94529,0,"A"
77887,0,"A"
79623,0,"A"
95130,0,"A"
90949,0,"A"
4121,0,"A"
40082,0,"A"
93942,0,"A"
43787,0,"A"
46211,0,"A"
30663,0,"A"
13103,0,"A"
56949,0,"A"
98469,0,"A"
35160,0,"A"
96367,0,"A"
16200,0,"A"
54041,0,"A"
31206,0,"A"
61167,0,"A"
42018,0,"A"
8637,0,"A"
10791,0,"A"
7450,0,"A"
96870,0,"A"
36783,0,"A"
1763,0,"A"
39657,0,"A"
96301,0,"A"
95004,0,"A"
17946,0,"A"
91748,0,"A"
99315,0,"A"
15006,0,"A"
96407,0,"A"
21963,0,"A"
3909,0,"A"
16970,0,"A"
2045,0,"A"
6490,0,"A"
95184,0,"A"
89228,0,"A"
5081,0,"A"
21091,0,"A"
14013,0,"A"
51759,0,"A"
54878,0,"A"
27625,0,"A"
94206,0,"A"
10292,0,"A"
16527,0,"A"
30008,0,"A"
1763,0,"A"
22612,0,"A"
53281,0,"A"
67967,0,"A"
81849,0,"A"
10859,0,"A"
85545,0,"A"
74344,0,"A"
79585,0,"A"
50087,0,"A"
61665,0,"A"
19744,0,"A"
3773,0,"A"
59519,0,"A"
1241,0,"A"
18739,0,"A"
51526,0,"A"
67283,0,"A"
55159,0,"A"
77286,0,"A"
59000,0,"A"
26731,0,"A"
1345,0,"A"
6136,0,"A"
38151,0,"A"
70513,0,"A"
54789,0,"A"
10045,0,"A"
16549,0,"A"
66383,0,"A"
60803,0,"A"
59494,0,"A"
49040,0,"A"
9760,0,"A"
23384,0,"A"
95011,0,"A"
55131,0,"A"
87720,0,"A"
2651,0,"A"
67515,0,"A"
49419,0,"A"
74583,0,"A"
98308,0,"A"
89049,0,"A"
42211,0,"A"
57551,0,"A"
89474,0,"A"
59629,0,"A"
67331,0,"A"
90351,0,"A"
89552,0,"A"
94341,0,"A"
44070,0,"A"
82349,0,"A"
30586,0,"A"
29544,0,"A"
62131,0,"A"
82226,0,"A"
29292,0,"A"
80199,0,"A"
2500,0,"A"
73465,0,"A"
21365,0,"A"
85225,0,"A"
80351,0,"A"
24346,0,"A"
9616,0,"A"
5117,0,"A"
27926,0,"A"
90821,0,"A"
30778,0,"A"
20018,0,"A"
29535,0,"A"
11645,0,"A"
57127,0,"A"
11345,0,"A"
12360,0,"A"
1072,0,"A"
69694,0,"A"
79598,0,"A"
64760,0,"A"
69789,0,"A"
21320,0,"A"
42152,0,"A"
1279,0,"A"
53984,0,"A"
9734,0,"A"
21382,0,"A"
79515,0,"A"
11013,0,"A"
92982,0,"A"
50062,0,"A"
15384,0,"A"
62182,0,"A"
13875,0,"A"
89914,0,"A"
65884,0,"A"
2,0,"A"
90253,0,"A"
36794,0,"A"
97757,0,"A"
66844,0,"A"
83538,0,"A"
57314,0,"A"
11269,0,"A"
9767,0,"A"
38384,0,"A"
74176,0,"A"
27417,0,"A"
