Category,currency,sellerRating,Duration,endDay,ClosePrice,OpenPrice,Competitive,Partition,Model 1 Prob,Model 2 Prob
Music/Movie/Game,US,3249,5,Mon,5.5,0.01,1,Training,0.750133979,0.520740858
Music/Movie/Game,US,3249,5,Mon,5.5,0.01,1,Training,0.750133979,0.520740858
Music/Movie/Game,US,3249,5,Mon,5.52,0.01,1,Validation,0.75067079,0.520808982
Music/Movie/Game,US,3249,5,Mon,5.52,0.01,1,Training,0.75067079,0.520808982
Music/Movie/Game,US,3249,5,Mon,6,0.01,1,Training,0.763321888,0.522443707
Music/Movie/Game,US,3249,5,Mon,6.01,0.01,1,Training,0.763580685,0.522477759
Music/Movie/Game,US,3249,5,Mon,6.15,0.01,1,Training,0.767183301,0.522954462
Music/Movie/Game,US,3249,5,Mon,6.18,0.01,1,Training,0.767950296,0.523056608
Music/Movie/Game,US,3249,5,Mon,6.5,0.01,1,Validation,0.776021572,0.524146035
Music/Movie/Game,US,3249,5,Mon,6.5,0.01,1,Training,0.776021572,0.524146035
Music/Movie/Game,US,3249,5,Mon,6.5,0.01,1,Validation,0.776021572,0.524146035
Music/Movie/Game,US,3249,5,Mon,6.5,0.01,1,Training,0.776021572,0.524146035
Home/Garden,GBP,29,7,Thu,11.6,0.017846154,1,Validation,0.855207806,0.60885924
Music/Movie/Game,US,3249,5,Mon,6.55,0.01,1,Training,0.777264503,0.524316238
Music/Movie/Game,US,3249,5,Mon,6.71,0.01,1,Training,0.781208752,0.524860848
Music/Movie/Game,US,3249,5,Mon,7,0.01,1,Training,0.78822887,0.525847802
Music/Movie/Game,US,3249,5,Mon,7,0.01,1,Validation,0.78822887,0.525847802
Music/Movie/Game,US,3249,5,Mon,7,0.01,1,Validation,0.78822887,0.525847802
Music/Movie/Game,US,3249,5,Mon,7.05,0.01,1,Validation,0.789422441,0.526017946
Music/Movie/Game,US,3249,5,Mon,7.5,0.01,1,Training,0.799942364,0.527548968
Music/Movie/Game,US,3249,5,Mon,7.5,0.01,1,Validation,0.799942364,0.527548968
Music/Movie/Game,US,3249,5,Mon,7.5,0.01,1,Validation,0.799942364,0.527548968
Music/Movie/Game,US,3249,5,Mon,7.51,0.01,1,Validation,0.800171601,0.527582985
Music/Movie/Game,US,3249,5,Mon,7.55,0.01,1,Training,0.801086577,0.52771905
Music/Movie/Game,US,3249,5,Mon,8.01,0.01,1,Training,0.81138259,0.529283499
Music/Movie/Game,US,3249,5,Mon,8.05,0.01,1,Training,0.812258277,0.529419511
Music/Movie/Game,US,3249,5,Mon,8.05,0.01,1,Training,0.812258277,0.529419511
Music/Movie/Game,US,3249,5,Mon,8.26,0.01,1,Validation,0.816804354,0.530133503
Music/Movie/Game,US,3249,5,Mon,8.49,0.01,1,Training,0.821684895,0.530915353
Music/Movie/Game,US,3249,5,Mon,8.5,0.01,1,Validation,0.821894765,0.530949343
Music/Movie/Game,US,3249,5,Mon,8.5,0.01,1,Validation,0.821894765,0.530949343
Music/Movie/Game,US,3249,5,Mon,9.39,0.01,1,Training,0.839805012,0.533973271
Music/Movie/Game,US,3249,5,Mon,9.5,0.01,1,Training,0.841914359,0.534346846
Music/Movie/Game,US,3249,5,Mon,9.99,0.01,1,Training,0.851037316,0.53601048
Music/Movie/Game,US,3249,5,Mon,10,0.01,1,Training,0.851218895,0.536044424
Music/Movie/Game,US,3249,5,Mon,10,0.01,1,Training,0.851218895,0.536044424
Music/Movie/Game,US,3249,5,Mon,10.5,0.01,1,Validation,0.860066811,0.537741166
Music/Movie/Game,US,3249,5,Mon,10.5,0.01,1,Training,0.860066811,0.537741166
Music/Movie/Game,US,3249,5,Mon,10.5,0.01,1,Validation,0.860066811,0.537741166
Books,US,352,7,Sat,11.5,0.01,1,Validation,0.736844118,0.541131991
Music/Movie/Game,US,3249,5,Mon,11.55,0.01,1,Validation,0.877214624,0.541301435
Music/Movie/Game,US,3249,5,Mon,11.71,0.01,1,Validation,0.879662958,0.541843591
Music/Movie/Game,US,3249,5,Mon,15.5,0.01,1,Validation,0.926379673,0.554654164
Home/Garden,GBP,2991,7,Thu,0.98,0.534545455,1,Validation,0.500054525,0.573849625
Music/Movie/Game,US,3249,5,Mon,18,0.01,1,Training,0.947380897,0.563065902
Music/Movie/Game,US,3249,5,Mon,18.5,0.01,1,Training,0.950840387,0.564744064
Collectibles,US,1,5,Tue,20.7,0.01,1,Validation,0.941272588,0.572109869
Collectibles,US,1,5,Fri,22,0.01,1,Training,0.954463155,0.576447631
Collectibles,US,1,5,Fri,23.65,0.01,1,Validation,0.963704055,0.581936246
Business/Industrial,US,5450,3,Sun,26,0.01,1,Training,0.983636684,0.654539705
Collectibles,US,1,5,Tue,26,0.01,1,Validation,0.971635304,0.589718154
Music/Movie/Game,US,3249,5,Mon,27,0.01,1,Validation,0.984937269,0.593016269
Music/Movie/Game,GBP,1029,7,Thu,1.07,1.07,0,Training,0.631728155,0.505637082
Music/Movie/Game,GBP,1029,7,Thu,1.07,1.07,0,Validation,0.631728155,0.505637082
Toys/Hobbies,GBP,2991,7,Thu,2.14,0.535,1,Validation,0.689435242,0.509287162
Toys/Hobbies,GBP,2991,7,Thu,2.16,0.53553719,1,Validation,0.690030343,0.50935538
Collectibles,US,1,5,Fri,43,0.01,1,Training,0.99765238,0.644470484
Collectibles,US,1,5,Tue,46.02,0.01,1,Validation,0.998345786,0.653857408
Books,US,30,7,Mon,0.7,0.7,0,Validation,0.613007553,0.504374746
Music/Movie/Game,GBP,1029,7,Thu,1.25,1.25,0,Training,0.631083657,0.506251167
Music/Movie/Game,GBP,1029,7,Thu,1.25,1.25,0,Training,0.631083657,0.506251167
Music/Movie/Game,GBP,1029,7,Thu,1.25,1.25,0,Training,0.631083657,0.506251167
Music/Movie/Game,GBP,1029,7,Thu,1.25,1.25,1,Validation,0.631083657,0.506251167
Music/Movie/Game,GBP,70,7,Thu,1.86,0.894230769,1,Training,0.676210654,0.508332081
Collectibles,US,1,5,Tue,52.02,0.01,1,Validation,0.999299206,0.672150595
Collectibles,US,1,5,Tue,61.05,0.01,1,Training,0.99980777,0.698711956
Electronics,US,4,5,Sat,62,0.01,1,Validation,0.999907698,0.755911202
Toys/Hobbies,GBP,2991,7,Thu,3.929999999,0.535909091,1,Training,0.741513427,0.515390962
Music/Movie/Game,GBP,1029,7,Thu,1.7,1.252631579,1,Validation,0.645870773,0.507786292
Toys/Hobbies,GBP,2991,7,Thu,5.180000001,0.535862069,1,Training,0.774340852,0.51965078
Computer,US,411,3,Sat,0.99,0.99,1,Validation,0.24899432,0.573883001
Automotive,US,793,3,Sat,0.99,0.99,1,Training,0.240993115,0.220437366
Toys/Hobbies,US,3277,3,Sun,0.99,0.99,0,Validation,0.375712844,0.50536415
Toys/Hobbies,US,3277,3,Sun,0.99,0.99,0,Training,0.375712844,0.50536415
Toys/Hobbies,US,3277,3,Sun,0.99,0.99,0,Validation,0.375712844,0.50536415
Music/Movie/Game,US,841,5,Mon,0.99,0.99,0,Validation,0.607615714,0.50536415
Music/Movie/Game,US,841,5,Mon,0.99,0.99,0,Training,0.607615714,0.50536415
Music/Movie/Game,US,841,5,Mon,0.99,0.99,0,Validation,0.607615714,0.50536415
Music/Movie/Game,US,841,5,Mon,0.99,0.99,0,Validation,0.607615714,0.50536415
Music/Movie/Game,US,841,5,Mon,0.99,0.99,1,Validation,0.607615714,0.50536415
Collectibles,US,2220,5,Mon,0.99,0.99,0,Validation,0.576364534,0.50536415
EverythingElse,US,109,7,Fri,0.99,0.99,0,Training,0.085128943,0.220437366
Books,GBP,149,7,Thu,1.77,1.77,0,Validation,0.618738475,0.508025077
Music/Movie/Game,GBP,149,7,Thu,1.77,1.77,0,Training,0.641056752,0.508025077
Music/Movie/Game,GBP,215,7,Thu,1.77,1.77,0,Training,0.640174661,0.508025077
Collectibles,US,2695,7,Fri,0.99,0.99,0,Validation,0.446900914,0.50536415
Collectibles,US,2695,7,Sat,0.99,0.99,0,Training,0.327030915,0.50536415
Collectibles,US,2695,7,Sat,0.99,0.99,0,Validation,0.327030915,0.50536415
Collectibles,US,2695,7,Sat,0.99,0.99,0,Training,0.327030915,0.50536415
Collectibles,US,2695,7,Sat,0.99,0.99,0,Training,0.327030915,0.50536415
Toys/Hobbies,GBP,2991,7,Thu,1.77,1.77,0,Training,0.633782362,0.508025077
Toys/Hobbies,GBP,2991,7,Thu,1.77,1.77,0,Validation,0.633782362,0.508025077
Music/Movie/Game,GBP,2991,7,Thu,1.77,1.77,0,Validation,0.602279351,0.508025077
Clothing/Accessories,GBP,2991,7,Thu,1.77,1.77,0,Training,0.144704837,0.508025077
Coins/Stamps,GBP,3380,7,Thu,1.77,1.77,0,Validation,0.338408277,0.222272207
Coins/Stamps,GBP,3380,7,Thu,1.77,1.77,1,Training,0.338408277,0.222272207
Toys/Hobbies,US,3385,7,Sat,0.99,0.99,0,Training,0.359205805,0.50536415
Computer,US,4790,7,Tue,0.99,0.99,0,Validation,0.310457864,0.573883001
Collectibles,US,743,3,Sat,1,1,1,Training,0.322511259,0.505398267
Electronics,EUR,9,5,Sun,1.23,1.23,0,Validation,0.583974119,0.574683822
Automotive,US,113,5,Sun,1,1,0,Validation,0.301007627,0.220460821
Antique/Art/Craft,EUR,158,5,Mon,1.23,1.23,0,Training,0.551762943,0.506182936
Books,EUR,410,5,Mon,1.23,1.23,0,Validation,0.528853922,0.506182936
Books,EUR,666,5,Thu,1.23,1.23,0,Training,0.156596783,0.506182936
Books,EUR,865,5,Fri,1.23,1.23,0,Validation,0.384320771,0.506182936
Clothing/Accessories,EUR,865,5,Sat,1.23,1.23,0,Training,0.044122561,0.506182936
Music/Movie/Game,EUR,1301,5,Fri,1.23,1.23,0,Training,0.401119567,0.506182936
Business/Industrial,EUR,27,7,Sun,1.23,1.23,0,Training,0.635119228,0.574683822
Business/Industrial,EUR,27,7,Sun,1.23,1.23,0,Validation,0.635119228,0.574683822
Computer,EUR,29,7,Fri,1.23,1.23,0,Training,0.333897214,0.574683822
Clothing/Accessories,EUR,41,7,Thu,1.23,1.23,0,Validation,0.024684924,0.506182936
Books,EUR,104,7,Mon,1.23,1.23,0,Training,0.549882061,0.506182936
Music/Movie/Game,EUR,104,7,Mon,1.23,1.23,0,Training,0.573452348,0.506182936
Music/Movie/Game,EUR,858,7,Mon,1.23,1.23,0,Validation,0.562712992,0.506182936
Jewelry,US,1317,7,Mon,1,1,1,Training,0.544585603,0.220460821
Music/Movie/Game,EUR,1515,7,Mon,1.23,1.23,0,Validation,0.553306685,0.506182936
Antique/Art/Craft,EUR,1550,7,Mon,1.23,1.23,0,Training,0.548317511,0.506182936
Antique/Art/Craft,EUR,1550,7,Mon,1.23,1.23,0,Training,0.548317511,0.506182936
Antique/Art/Craft,EUR,1550,7,Mon,1.23,1.23,0,Training,0.548317511,0.506182936
Antique/Art/Craft,EUR,1550,7,Wed,1.23,1.23,0,Validation,0.20728298,0.506182936
Electronics,EUR,1550,7,Sat,1.23,1.23,0,Training,0.529467703,0.574683822
Music/Movie/Game,EUR,2162,7,Thu,1.23,1.23,0,Training,0.166870237,0.506182936
Music/Movie/Game,EUR,2162,7,Thu,1.23,1.23,1,Validation,0.166870237,0.506182936
Pottery/Glass,GBP,5292,7,Thu,1.78,1.78,0,Training,0.481738021,0.222295801
Pottery/Glass,GBP,5292,7,Thu,1.78,1.78,0,Training,0.481738021,0.222295801
Automotive,EUR,23,10,Wed,1.23,1.23,0,Validation,0.169962389,0.221000773
Home/Garden,EUR,54,10,Tue,1.23,1.23,0,Training,0.322829539,0.574683822
Books,EUR,89,10,Wed,1.23,1.23,0,Training,0.225506216,0.506182936
Home/Garden,EUR,100,10,Fri,1.23,1.23,0,Training,0.340411148,0.574683822
Computer,EUR,165,10,Wed,1.23,1.23,0,Validation,0.171781534,0.574683822
Clothing/Accessories,EUR,279,10,Tue,1.23,1.23,0,Training,0.079585927,0.506182936
Coins/Stamps,EUR,684,10,Wed,1.23,1.23,0,Validation,0.096613588,0.221000773
Books,EUR,865,10,Wed,1.23,1.23,0,Validation,0.217735852,0.506182936
Books,EUR,865,10,Wed,1.23,1.23,0,Validation,0.217735852,0.506182936
Books,EUR,865,10,Wed,1.23,1.23,0,Validation,0.217735852,0.506182936
SportingGoods,EUR,865,10,Wed,1.23,1.23,0,Validation,0.168097637,0.574683822
Music/Movie/Game,EUR,1075,10,Thu,1.23,1.23,0,Validation,0.190843067,0.506182936
Books,EUR,1386,10,Sat,1.23,1.23,0,Training,0.300961848,0.506182936
Music/Movie/Game,EUR,1645,10,Sun,1.23,1.23,0,Training,0.362744989,0.506182936
Music/Movie/Game,EUR,1645,10,Sun,1.23,1.23,0,Training,0.362744989,0.506182936
Collectibles,EUR,1853,10,Tue,1.23,1.23,0,Training,0.402028939,0.506182936
Collectibles,EUR,1853,10,Tue,1.23,1.23,0,Validation,0.402028939,0.506182936
Collectibles,EUR,1853,10,Tue,1.23,1.23,0,Validation,0.402028939,0.506182936
Collectibles,EUR,2163,10,Fri,1.23,1.23,0,Training,0.417508955,0.506182936
Music/Movie/Game,EUR,2404,10,Sat,1.23,1.23,0,Training,0.308730376,0.506182936
Music/Movie/Game,EUR,2638,10,Mon,1.23,1.23,0,Validation,0.561974162,0.506182936
Music/Movie/Game,EUR,2638,10,Tue,1.23,1.23,0,Validation,0.402945365,0.506182936
Music/Movie/Game,EUR,2638,10,Tue,1.23,1.23,0,Validation,0.402945365,0.506182936
Music/Movie/Game,EUR,2638,10,Tue,1.23,1.23,0,Validation,0.402945365,0.506182936
Music/Movie/Game,EUR,3057,10,Mon,1.23,1.23,0,Validation,0.555977953,0.506182936
Computer,EUR,3375,10,Thu,1.23,1.23,0,Training,0.118303354,0.574683822
Computer,EUR,3375,10,Thu,1.23,1.23,0,Validation,0.118303354,0.574683822
Music/Movie/Game,EUR,5701,10,Mon,1.23,1.23,0,Training,0.517834035,0.506182936
Music/Movie/Game,EUR,5701,10,Sun,1.23,1.23,0,Validation,0.310255204,0.506182936
Music/Movie/Game,EUR,5701,10,Sun,1.23,1.23,0,Validation,0.310255204,0.506182936
Music/Movie/Game,EUR,5701,10,Sun,1.23,1.23,0,Validation,0.310255204,0.506182936
Music/Movie/Game,EUR,5701,10,Sun,1.23,1.23,0,Validation,0.310255204,0.506182936
Home/Garden,EUR,5701,10,Tue,1.23,1.23,0,Validation,0.255666548,0.574683822
Home/Garden,EUR,5701,10,Wed,1.23,1.23,0,Training,0.123306329,0.574683822
Collectibles,EUR,5701,10,Sun,1.23,1.23,1,Training,0.29978802,0.506182936
Music/Movie/Game,EUR,5701,10,Mon,1.23,1.23,1,Validation,0.517834035,0.506182936
Toys/Hobbies,GBP,2991,7,Thu,1.86,1.770576923,1,Training,0.636749487,0.508332081
Music/Movie/Game,GBP,2991,7,Thu,6.600000001,0.535135135,1,Validation,0.786354002,0.524486434
Home/Garden,US,533,7,Mon,112.5,0.01,1,Training,0.999999904,0.860521588
Collectibles,US,1,5,Tue,112.52,0.01,1,Training,0.99999988,0.823994363
Collectibles,US,1386,3,Sat,4.75,0.25,1,Training,0.46924459,0.518185693
Home/Garden,GBP,53,7,Thu,2.14,1.7655,1,Training,0.535357685,0.577716674
Collectibles,US,2695,7,Sat,1.25,0.99,1,Training,0.335283153,0.506251167
Toys/Hobbies,US,1124,7,Tue,1.25,1,1,Validation,0.503637818,0.506251167
Music/Movie/Game,GBP,1029,7,Thu,3.03,1.425882353,1,Validation,0.682229882,0.512322472
Toys/Hobbies,GBP,2991,7,Thu,8.39,0.535531915,1,Validation,0.844623983,0.530575437
Home/Garden,GBP,53,7,Thu,2.57,1.766875,1,Training,0.550593646,0.579147758
Home/Garden,GBP,2991,7,Thu,2.57,1.766875,1,Validation,0.508127889,0.579147758
Toys/Hobbies,US,3277,3,Sun,1.5,0.99,1,Validation,0.393004463,0.507104031
Electronics,EUR,1550,7,Fri,1.840000001,1.226666667,1,Validation,0.671371819,0.576717468
Electronics,EUR,1550,7,Fri,1.840000001,1.226666667,1,Training,0.671371819,0.576717468
Electronics,EUR,1550,7,Fri,1.840000001,1.226666667,1,Training,0.671371819,0.576717468
Electronics,EUR,1550,7,Sat,1.840000001,1.226666667,1,Training,0.551306707,0.576717468
Electronics,EUR,1550,7,Mon,1.840000001,1.226666667,1,Validation,0.781559113,0.576717468
Business/Industrial,EUR,743,10,Fri,1.840000001,1.226666667,1,Validation,0.733189333,0.576717468
Books,EUR,2163,10,Tue,1.840000001,1.226666667,1,Validation,0.407708702,0.508263858
Music/Movie/Game,EUR,5701,10,Mon,1.840000001,1.226666667,1,Training,0.539743621,0.508263858
Coins/Stamps,GBP,3380,7,Thu,2.23,2.23,0,Validation,0.336825635,0.223359394
Home/Garden,GBP,53,7,Thu,2.86,1.769625,1,Training,0.560746246,0.58011216
Music/Movie/Game,GBP,2991,7,Thu,9.819999998,0.535636364,1,Validation,0.853765455,0.53543339
Home/Garden,GBP,53,7,Thu,3.020000001,1.769112427,1,Training,0.566405656,0.580643982
Home/Garden,GBP,53,7,Thu,3.03,1.764529412,1,Validation,0.56693613,0.580677214
Music/Movie/Game,GBP,215,7,Thu,3.03,1.764529412,1,Training,0.68082222,0.512322472
Coins/Stamps,EUR,1033,10,Fri,2.08,1.230769231,1,Training,0.23882582,0.223004461
Home/Garden,GBP,53,7,Thu,3.12,1.765028572,1,Training,0.570080486,0.580976275
Home/Garden,GBP,53,7,Thu,3.389999999,1.766368421,1,Validation,0.579484822,0.581873101
Collectibles,US,1,5,Fri,188.33,0.01,1,Training,1,0.92945333
Books,EUR,1553,10,Tue,1.71,1.71,0,Validation,0.39332354,0.507820405
Toys/Hobbies,GBP,2991,7,Thu,11.6,0.535384616,1,Training,0.895955438,0.541470869
Electronics,EUR,1550,7,Sat,2.46,1.23,1,Validation,0.573041421,0.578781793
Electronics,EUR,1550,7,Wed,2.46,1.23,1,Validation,0.45706554,0.578781793
Electronics,EUR,1550,7,Wed,2.46,1.23,1,Validation,0.45706554,0.578781793
Music/Movie/Game,EUR,2638,10,Tue,2.46,1.23,1,Validation,0.445975668,0.5103786
Home/Garden,GBP,53,7,Thu,3.750000001,1.767857143,1,Validation,0.591945047,0.583068026
Music/Movie/Game,GBP,1148,3,Thu,3.929999999,1.7685,1,Training,0.667735625,0.515390962
Music/Movie/Game,GBP,1148,3,Thu,3.929999999,1.7685,1,Validation,0.667735625,0.515390962
Home/Garden,US,841,5,Mon,2.2,0.99,1,Validation,0.528245508,0.577916439
Music/Movie/Game,GBP,118,7,Thu,3.929999999,1.7685,1,Training,0.709205214,0.515390962
Home/Garden,GBP,53,7,Thu,3.94,1.764977376,1,Training,0.598614768,0.583698288
Music/Movie/Game,EUR,104,7,Mon,1.829999999,1.829999999,0,Validation,0.571192914,0.508229747
Books,GBP,201,7,Thu,2.66,2.66,0,Validation,0.61478855,0.511060699
Antique/Art/Craft,US,945,7,Sun,1.49,1.49,0,Validation,0.401800496,0.507069917
Books,GBP,2731,7,Thu,2.66,2.66,0,Validation,0.57947433,0.511060699
